Name,Pokedex Number,Generation,Stage,Egg Group 1,Egg Grioup 2,Type 1,Type 2,Baby Stage,Evolves By,Basic Stage,Evolves By,Stage 1,Evolves By,Stage 2,Evolves By,Basic Stage Alternative 1,Evolves By,Basic Stage Alternative 2,Evolves By,Stage 1 Alternate 1,Evolves By,Stage 1 Alternate 2,Evolves By,Stage 1 Alternate 3,Evolves By,Stage 1 Alternate 4,Evolves By,Stage 1 Alternate 5,Evolves By,Stage 1 Alternate 6,Evolves By,Stage 1 Alternate 7,Evolves By,Stage 2 Alternate,,,,,,,,,,,,,,,,,,,,,,,
Dwebble,557,5,1,Bug,Mineral,Bug,Rock,,,this,Level Up,Crustle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crustle,558,5,2,Bug,Mineral,Bug,Rock,,,Dwebble,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scraggy,559,5,1,Field,Dragon,Dark,Fighting,,,this,Level Up,Scrafty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrafty,560,5,2,Field,Dragon,Dark,Fighting,,,Scraggy,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigilyph,561,5,1,Flying,,Psychic,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamask,562,5,1,Minearl,Amorphous,Ghost,,,,this,Level Up,Cofagrigus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Yamask,562,5,1,Minearl,Amorphous,Ground,Ghost,,,this,"After Taking 49 Damage without Fainting, walk under the stone bridge in Dusty Bowl",Runnerigus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cofagrigus,563,5,2,Minearl,Amorphous,Ghost,,,,Yamask,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirtouga,564,5,1,Water 1,Water 3,Water,Rock,,,this,Level Up,Carracosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carracosta,565,5,2,Water 1,Water 3,Water,Rock,,,Tirtouga,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archen,566,5,1,Flying,Water 3,Rock,Flying,,,this,Level Up,Archeops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archeops,567,5,2,Flying,Water 3,Rock,Flying,,,Archen,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trubbish,568,5,1,Mineral,,Poison,,,,this,Level Up,Garbodor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garbodor,569,5,2,Mineral,,Poison,,,,Trubbish,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zorua,570,5,1,Field,,Dark,,,,this,Level Up,Zoroark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoroark,571,5,2,Field,,Dark,,,,Zorua,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minccino,572,5,1,Field,,Normal,,,,this,Shiny Stone,Cinccino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinccino,573,5,2,Field,,Normal,,,,Minccino,Shiny Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothita,574,5,1,Human-Like,,Psychic,,,,this,Level Up,Gothorita,Level Up,Gothitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothorita,575,5,2,Human-Like,,Psychic,,,,Gothita,Level Up,this,Level Up,Gothitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothitelle,576,5,3,Human-Like,,Psychic,,,,Gothita,Level Up,Gothorita,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solosis,577,5,1,Amorphous,,Psychic,,,,this,Level Up,Duosion,Level Up,Reuniclus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duosion,578,5,2,Amorphous,,Psychic,,,,Solosis,Level Up,this,Level Up,Reuniclus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reuniclus,579,5,3,Amorphous,,Psychic,,,,Solosis,Level Up,Duosion,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducklett,580,5,1,Water 1,Flying,Water,Flying,,,this,Level Up,Swanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swanna,581,5,2,Water 1,Flying,Water,Flying,,,Ducklett,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanillite,582,5,1,Mineral,,Ice,,,,this,Level Up,Vanillish,Level Up,Vanilluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanillish,583,5,2,Mineral,,Ice,,,,Vanillite,Level Up,this,Level Up,Vanilluxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilluxe,584,5,3,Mineral,,Ice,,,,Vanillite,Level Up,Vanillish,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deerling,585,5,1,Field,,Normal,Grass,,,this,Level Up,Sawsbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sawsbuck,586,5,2,Field,,Normal,Grass,,,Deerling,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emolga,587,5,1,Field,,Electric,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karrablast,588,5,1,Bug,,Bug,,,,this,Trade,Escavalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escavalier,589,5,2,Bug,,Bug,Steel,,,Karrablast,Trade,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foongus,590,5,1,Grass,,Grass,Poison,,,this,Level Up,Amoonguss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,591,5,2,Grass,,Grass,Poison,,,Foongus,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frillish,592,5,1,Amorphous,,Water,Ghost,,,this,Level Up,Jellicent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellicent,593,5,2,Amorphous,,Water,Ghost,,,Frillish,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alomamola,594,5,1,Water 1,Water 2,Water,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joltik,595,5,1,Bug,,Bug,Electric,,,this,Level Up,Gavantula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvantula,596,5,2,Bug,,Bug,Electric,,,Joltik,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferroseed,597,5,1,Grass,Mineral,Grass,Steel,,,this,Level Up,Ferrothorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrothorn,598,5,2,Grass,Mineral,Grass,Steel,,,Ferroseed,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klink,599,5,1,Mineral,,Steel,,,,this,Level Up,Klang,Level Up,Klinklang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klang,600,5,2,Mineral,,Steel,,,,Klink,Level Up,this,Level Up,Klinklang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klinklang,601,5,3,Mineral,,Steel,,,,Klink,Level Up,Klang,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynamo,602,5,1,Amorphous,,Electric,,,,this,Level Up,Eelektrik,Thunder Stone,Eelektross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektrik,603,5,2,Amorphous,,Electric,,,,Tynamo,Level Up,this,Thunder Stone,Eelektross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektross,604,5,3,Amorphous,,Electric,,,,Tynamo,Level Up,Eelektrik,Thunder Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elgyem,605,5,1,Human-Like,,Psychic,,,,this,Level Up,Beheeyem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beheeyem,606,5,2,Human-Like,,Psychic,,,,Elgyem,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litwick,607,5,1,Amorphous,,Ghost,Fire,,,this,Level Up,Lampent,Dusk Stone,Chandelure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampent,608,5,2,Amorphous,,Ghost,Fire,,,Litwick,Level Up,this,Dusk Stone,Chandelure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandelure,609,5,3,Amorphous,,Ghost,Fire,,,Litwick,Level Up,Lampent,Dusk Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axew,610,5,1,Monster,Dragon,Dragon,,,,this,Level Up,Fraxure,Level Up,Haxorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxure,611,5,2,Monster,Dragon,Dragon,,,,Axew,Level Up,this,Level Up,Haxorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haxorus,612,5,3,Monster,Dragon,Dragon,,,,Axew,Level Up,Fraxure,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cubchoo,613,5,1,Field,,Ice,,,,this,Level Up,Beartic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beartic,614,5,2,Field,,Ice,,,,Cubchoo,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryogonal,615,5,1,Mineral,,Ice,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelmet,616,5,1,Bug,,Bug,,,,this,Trade,Accelgor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelgor,617,5,2,Bug,,Bug,,,,Shelmet,Trade,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunfisk,618,5,1,Water 1,Amorphous,Ground,Electric,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Stunfisk,618,5,1,Water 1,Amorphous,Ground,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mienfoo,619,5,1,Field,Human-Like,Fighting,,,,this,Level Up,Meinshao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mienshao,620,5,2,Field,Human-Like,Fighting,,,,Mienfoo,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druddigon,621,5,1,Dragon,Monster,Dragon,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golett,622,5,1,Mineral,,Ground,Ghost,,,this,Level Up,Golurk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golurk,623,5,2,Mineral,,Ground,Ghost,,,Golett,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawniard,624,5,1,Human-Like,,Dark,Steel,,,this,Level Up,Bisharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisharp,625,5,2,Human-Like,,Dark,Steel,,,Pawniard,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouffalant,626,5,1,Field,,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufflet,627,5,1,Flying,,Normal,Flying,,,this,Level Up,Braviary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braviary,628,5,2,Flying,,Normal,Flying,,,Rufflet,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vullaby,629,5,1,Flying,,Dark,Flying,,,this,Level Up,Mandibuzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandibuzz,630,5,2,Flying,,Dark,Flying,,,Vullaby,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatmor,631,5,1,Field,,Fire,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durant,632,5,1,Bug,,Bug,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deino,633,5,1,Dragon,,Dark,Dragon,,,this,Level Up,Zweilous,Level Up,Hydreigon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweilous,634,5,2,Dragon,,Dark,Dragon,,,Deino,Level Up,this,Level Up,Hydreigon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydreigon,635,5,3,Dragon,,Dark,Dragon,,,Deino,Level Up,Zweilous,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larvesta,636,5,1,Bug,,Bug,Fire,,,this,Level Up,Volcarona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcarona,637,5,2,Bug,,Bug,Fire,,,Larvesta,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobalion,638,5,1,Undiscovered,,Steel,Fighting,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrakion,639,5,1,Undiscovered,,Rock,Fighting,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virizion,640,5,1,Undiscovered,,Grass,Fighting,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus,641,5,1,Undiscovered,,Flying,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thundurus,642,5,1,Undiscovered,,Electric,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reshiram,643,5,1,Undiscovered,,Dragon,Fire,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zekrom,644,5,1,Undiscovered,,Dragon,Electric,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landorus,645,5,1,Undiscovered,,Ground,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyurem,646,5,1,Undiscovered,,Dragon,Ice,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldeo,647,5,1,Undiscovered,,Water,Fighting,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meloetta,648,5,1,Undiscovered,,Normal,Psychic,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesect,649,5,1,Undiscovered,,Bug,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chespin,650,6,1,Field,,Grass,,,,this,Level Up,Quilladin,Level Up,Chesnaught,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quilladin,651,6,2,Field,,Grass,,,,Chespin,Level Up,this,Level Up,Chesnaught,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,652,6,3,Field,,Grass,Fighting,,,Chespin,Level Up,Quilladin,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fennekin,653,6,1,Field,,Fire,,,,this,Level Up,Braixen,Level Up,Delphox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braixen,654,6,2,Field,,Fire,,,,Fennekin,Level Up,this,Level Up,Delphox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delphox,655,6,3,Field,,Fire,Psychic,,,Fennekin,Level Up,Braixen,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Froakie,656,6,1,Water 1,,Water,,,,this,Level Up,Frogadier,Level Up,Greninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frogadier,657,6,2,Water 1,,Water,,,,Froakie,Level Up,this,Level Up,Greninja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greninja,658,6,3,Water 1,,Water,Dark,,,Froakie,Level Up,Frogadier,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnelby,659,6,1,Field,,Normal,,,,this,Level Up,Diggersby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,660,6,2,Field,,Normal,Ground,,,Bunnelby,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletching,661,6,1,Flying,,Normal,Flying,,,this,Level Up,Fletchinder,Level Up,Talonflame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletchinder,662,6,2,Flying,,Fire,Flying,,,Fletching,Level Up,this,Level Up,Talonflame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talonflame,663,6,3,Flying,,Fire,Flying,,,Fletching,Level Up,Fletchinder,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scatterbug,664,6,1,Bug,,Bug,,,,this,Level Up,Spewpa,Level Up,Vivillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spewpa,665,6,2,Bug,,Bug,,,,Scatterbug,Level Up,this,Level Up,Vivillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivillon,666,6,3,Bug,,Bug,Flying,,,Scatterbug,Level Up,Spewpa,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litleo,667,6,1,Field,,Fire,Normal,,,this,Level Up,Pyroar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyroar,668,6,2,Field,,Fire,Normal,,,Litleo,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flabebe,669,6,1,Fairy,,Fairy,,,,this,Level Up,Floette,Shiny Stone,Florges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floette,670,6,2,Fairy,,Fairy,,,,Flabebe,Level Up,this,Shiny Stone,Florges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florges,671,6,3,Fairy,,Fairy,,,,Flabebe,Level Up,Floette,Shiny Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skiddo,672,6,1,Field,,Grass,,,,this,Level Up,Gogoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gogoat,673,6,2,Field,,Grass,,,,Skiddo,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pancham,674,6,1,Field,Human-Like,Fighting,,,,this,Level Up with a Dark Type in the Party,Pangoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pangoro,675,6,2,Field,Human-Like,Fighting,Dark,,,Pancham,Level Up with a Dark Type in the Party,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furfrou,676,6,1,Field,,Normal,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espurr,677,6,1,Field,,Psychic,,,,this,Level Up,Meowstic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meowstic,678,6,2,Field,,Psychic,,,,Espurr,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honedge,679,6,1,Mineral,,Steel,Ghost,,,this,Level Up,Doublade,Dusk Stone,Aegislash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doublade,680,6,2,Mineral,,Steel,Ghost,,,Honedge,Level Up,this,Dusk Stone,Aegislash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegislash,681,6,3,Mineral,,Steel,Ghost,,,Honedge,Level Up,Doublade,Dusk Stone,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spritzee,682,6,1,Fairy,,Fairy,,,,this,Trade with Sachet,Aromatisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aromatisse,683,6,2,Fairy,,Fairy,,,,Spritzee,Trade with Sachet,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swirlix,684,6,1,Fairy,,Fairy,,,,this,Trade with Whipped Dream,Slurpuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slurpuff,685,6,2,Fairy,,Fairy,,,,Swirlix,Trade with Whipped Dream,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inkay,686,6,1,Water 1,Water 2,Dark,Psychic,,,this,Level Up while the Game System is Upside-down,Malamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malamar,687,6,2,Water 1,Water 2,Dark,Psychic,,,Inkay,Level Up while the Game System is Upside-down,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binacle,688,6,1,Water 3,,Rock,Water,,,this,Level Up,Barbaracle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbaracle,689,6,2,Water 3,,Rock,Water,,,Binacle,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skrelp,690,6,1,Water 1,Dragon,Poison,Water,,,this,Level Up,Dragalge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragalge,691,6,2,Water 1,Dragon,Poison,Dragon,,,Skrelp,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clauncher,692,6,1,Water 1,Water 3,Water,,,,this,Level Up,Clawitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clawitzer,693,6,2,Water 1,Water 3,Water,,,,Clauncher,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helioptile,694,6,1,Monster,Dragon,Electric,Normal,,,this,Level Up,Heliolisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliolisk,695,6,2,Monster,Dragon,Electric,Normal,,,Helioptile,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrunt,696,6,1,Monster,Dragon,Rock,Dragon,,,this,Level Up during the Day,Tyrantrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrantrum,697,6,2,Monster,Dragon,Rock,Dragon,,,Tyrunt,Level Up during the Day,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaura,698,6,1,Monster,,Rock,Ice,,,this,Level Up during the Night,Aurorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurorus,699,6,2,Monster,,Rock,Ice,,,Amaura,Level Up during the Night,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylveon,700,6,2,Field,,Fairy,,,,Eevee,Water Stone,Vaporeon,,,,,,,Thunder Stone,Jolteon,Fire Stone,Flareon,Friendship (During the Day),Espeon,Friendship (During the Night),Umbreon,Near Moss Stone (Gen 4 - 7) or Leaf Stone (Gen 8+),Leafeon,Near Icy Stone (Gen 4 - 7) or Ice Stone (Gen 8+),Glaceon,Happiness while knowing a Fairy Type Move,this,,,,,,,,,,,,,,,,,,,,,,,,,
Hawluncha,701,6,1,Flying,Human-Like,Fighting,Flying,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dedenne,702,6,1,Field,Fairy,Electric,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbink,703,6,1,Fairy,Mineral,Rock,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goomy,704,6,1,Dragon,,Dragon,,,,this,Level Up,Sliggoo,Level Up during Rain or Fog,Goodra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliggoo,705,6,2,Dragon,,Dragon,,,,Goomy,Level Up,this,Level Up during Rain or Fog,Goodra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodra,706,6,3,Dragon,,Dragon,,,,Goomy,Level Up,Sliggoo,Level Up during Rain or Fog,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klefki,707,6,1,Mineral,,Steel,Fairy,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phantump,708,6,1,Grass,Amorphous,Ghost,Grass,,,this,Trade,Trevenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
