Method Name,Game,Type,Effected By Shiny Charm,Automatically Applied,Chance of Being Applied,Chain/Encounter/etc Required,Odds,Odds (Percent),Odds (1/x),Shiny Charm Odds,Shiny Charm Odds (Percent),Shiny Charm Odds (1/x),Description,Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,11,0.005615234,0.5615234,178,0.006103516,0.6103516,164,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,11,0.005615234,0.5615234,178,0.006103516,0.6103516,164,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,11,0.005615234,0.5615234,178,0.006103516,0.6103516,164,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,12,0.006103516,0.6103516,164,0.006591797,0.6591797,152,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,12,0.006103516,0.6103516,164,0.006591797,0.6591797,152,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,12,0.006103516,0.6103516,164,0.006591797,0.6591797,152,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,12,0.006103516,0.6103516,164,0.006591797,0.6591797,152,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,13,0.006591797,0.6591797,152,0.007080078,0.7080078,141,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,13,0.006591797,0.6591797,152,0.007080078,0.7080078,141,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,13,0.006591797,0.6591797,152,0.007080078,0.7080078,141,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,13,0.006591797,0.6591797,152,0.007080078,0.7080078,141,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,14,0.007080078,0.7080078,141,0.007568359,0.7568359,132,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,14,0.007080078,0.7080078,141,0.007568359,0.7568359,132,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,14,0.007080078,0.7080078,141,0.007568359,0.7568359,132,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,14,0.007080078,0.7080078,141,0.007568359,0.7568359,132,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,15,0.007568359,0.7568359,132,0.008056641,0.8056641,124,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,15,0.007568359,0.7568359,132,0.008056641,0.8056641,124,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,15,0.007568359,0.7568359,132,0.008056641,0.8056641,124,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,15,0.007568359,0.7568359,132,0.008056641,0.8056641,124,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,16,0.008056641,0.8056641,124,0.008544922,0.8544922,117,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,16,0.008056641,0.8056641,124,0.008544922,0.8544922,117,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,16,0.008056641,0.8056641,124,0.008544922,0.8544922,117,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,16,0.008056641,0.8056641,124,0.008544922,0.8544922,117,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,17,0.008544922,0.8544922,117,0.009033203,0.9033203,111,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,17,0.008544922,0.8544922,117,0.009033203,0.9033203,111,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,17,0.008544922,0.8544922,117,0.009033203,0.9033203,111,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,17,0.008544922,0.8544922,117,0.009033203,0.9033203,111,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,18,0.009033203,0.9033203,111,0.009521484,0.9521484,105,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,18,0.009033203,0.9033203,111,0.009521484,0.9521484,105,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,18,0.009033203,0.9033203,111,0.009521484,0.9521484,105,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,18,0.009033203,0.9033203,111,0.009521484,0.9521484,105,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,19,0.009521484,0.9521484,105,0.010009766,1.0009766,100,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,19,0.009521484,0.9521484,105,0.010009766,1.0009766,100,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,19,0.009521484,0.9521484,105,0.010009766,1.0009766,100,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,19,0.009521484,0.9521484,105,0.010009766,1.0009766,100,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,X,Chain Length,Yes,Yes,1,20,0.010009766,1.0009766,100,0.010498047,1.0498047,95,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Y,Chain Length,Yes,Yes,1,20,0.010009766,1.0009766,100,0.010498047,1.0498047,95,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Omega Ruby,Chain Length,Yes,Yes,1,20,0.010009766,1.0009766,100,0.010498047,1.0498047,95,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Fishing,Alpha Sapphire,Chain Length,Yes,Yes,1,20,0.010009766,1.0009766,100,0.010498047,1.0498047,95,"Fish up Pokemon without failing to fish up the Pokemon, the Pokemon can be caught@ knocked out@ or ran from without breaking the chain",All Fishable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friend Safari,X,Encounter,Yes,Yes,1,1,0.001220703,0.122070313,819,0.001708984,0.170898438,585,Encounter Pokemon within a friend safari,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friend Safari,Y,Encounter,Yes,Yes,1,1,0.001220703,0.122070313,819,0.001708984,0.170898438,585,Encounter Pokemon within a friend safari,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,1,0.000254141,0.0254141,3935,0.000752422,0.0752422,1329,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,1,0.000254141,0.0254141,3935,0.000752422,0.0752422,1329,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,100,0.000844141,0.0844141,1185,0.002532422,0.2532422,395,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,100,0.000844141,0.0844141,1185,0.002532422,0.2532422,395,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,200,0.001044141,0.1044141,958,0.003132422,0.3132422,319,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,200,0.001044141,0.1044141,958,0.003132422,0.3132422,319,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,300,0.001144141,0.1144141,874,0.003432422,0.3432422,291,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,300,0.001144141,0.1144141,874,0.003432422,0.3432422,291,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,400,0.001244141,0.1244141,804,0.003722422,0.3722422,269,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,400,0.001244141,0.1244141,804,0.003722422,0.3722422,269,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,500,0.001344141,0.1344141,744,0.004022422,0.4022422,249,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,500,0.001344141,0.1344141,744,0.004022422,0.4022422,249,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,750,0.001594141,0.1594141,627,0.004772422,0.4772422,210,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,750,0.001594141,0.1594141,627,0.004772422,0.4772422,210,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Omega Ruby,Search Level,Yes,Yes,1,999,0.001844141,0.1844141,542,0.005512422,0.5512422,181,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav,Alpha Sapphire,Search Level,Yes,Yes,1,999,0.001844141,0.1844141,542,0.005512422,0.5512422,181,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  If you encounter dex nav pokemon without scaring it away it increases the chance of shiny at the 50th and 100th encounter in the chain.",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,-1,Various,Various,Various,Various,Various,Various,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,50,0.000254141,0.0254141,3935,0.000782422,0.0782422,1278,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,50,0.000254141,0.0254141,3935,0.000782422,0.0782422,1278,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,100,0.000844141,0.0844141,1185,0.005512422,0.5512422,181,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,100,0.000844141,0.0844141,1185,0.005512422,0.5512422,181,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,200,0.001044141,0.1044141,958,0.007092422,0.7092422,141,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,200,0.001044141,0.1044141,958,0.007092422,0.7092422,141,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,300,0.001144141,0.1144141,874,0.007882422,0.7882422,127,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,300,0.001144141,0.1144141,874,0.007882422,0.7882422,127,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,400,0.001244141,0.1244141,804,0.008672422,0.8672422,115,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,400,0.001244141,0.1244141,804,0.008672422,0.8672422,115,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,500,0.001344141,0.1344141,744,0.009462422,0.9462422,106,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,500,0.001344141,0.1344141,744,0.009462422,0.9462422,106,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Omega Ruby,Search Level Plus Chain of 50,Yes,Yes,1,750,0.001594141,0.1594141,627,0.011432422,1.1432422,87,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DexNav - 50th in chain,Alpha Sapphire,Search Level Plus Chain of 50,Yes,Yes,1,750,0.001594141,0.1594141,627,0.011432422,1.1432422,87,"When a Pokemon appears as a dex nav encounter, sneak up to it to encounter it.  Increasing the number of encounters of a pokemon increases its shiny chance.  Chance only occurs on the 50th encounter of an unbroken chain",All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
