Name,Pokedex Number,Go,Shiny Available in Go,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,Fire Red,Leaf Green,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Lets Go Pikachu,Lets Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Sexual Dimorphism,Mega Evolution,Gigantamax Form,Alternate Forms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golduck,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mankey,56,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primeape,57,Yes,Yes,Evolve,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Evolve,No,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growlithe,58,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcanine,59,Yes,Yes,Evolve,No,Evolve,Evolve,No,Evolve,No,No,No,Evolve,No,Evolve,Evolve,Evolve,Evolve,No,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwag,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwhirl,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwrath,62,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abra,63,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadabra,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Evolve,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,65,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Unknown,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machop,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machoke,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Evolve,No,No,Yes,Yes,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machamp,68,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellsprout,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weepinbell,70,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Evolve,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victreebel,71,Yes,Yes,No,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,Evolve,No,No,Evolve,Evolve,No,No,Evolve,Evolve,No,No,No,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacool,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacruel,73,Yes,Yes,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geodude,74,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Alolan Geodude,74,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,No,No,Trade,Trade,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Graveller,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Alolan Graveller,75,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Golem,76,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,No,No,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Alolan Golem,76,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,No,No,No,No,No,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponyta,77,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Unknown,No,No,No,Kantonian,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Ponyta,77,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,Unknown,Unknown,Unknown,No,No,No,Kantonian,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapidash,78,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,No,No,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Unknown,No,No,No,Kantonian,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Rapidash,78,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,Unknown,Unknown,Unknown,No,No,No,Kantonian,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowpoke,79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Slowpoke,79,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,80,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Evolve,Evolve,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Unknown,Unknown,Unknown,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Slowbro,80,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Unknown,Unknown,Unknown,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnemite,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,82,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Yes,Yes,Yes,No,Evolve,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farfetch d,83,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Unknown,Unknown,Unknown,No,No,No,Kantonian,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Farfetch d,83,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Unknown,Unknown,Unknown,No,No,No,Kantonian,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Doduo,84,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodrio,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seel,86,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewgong,87,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Evolve,Evolve,Yes,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimer,88,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Alolan Grimer,88,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Trade,Trade,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Muk,89,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Yes,Evolve,Evolve,Evolve,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Evolve,Evolve,No,No,No,No,Yes,No,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Alolan Muk,89,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Shellder,90,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloyster,91,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,Evolve,No,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastly,92,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunter,93,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Evolve,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gengar,94,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Unknown,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onix,95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drowzee,96,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypno,97,Yes,Yes,Yes,Yes,Evolve,Yes,Yes,Yes,No,No,No,Yes,Yes,Evolve,Evolve,Evolve,Yes,Yes,No,No,Yes,Yes,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krabby,98,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingler,99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Evolve,Yes,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Evolve,Evolve,Yes,Yes,Unknown,Unknown,Unknown,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltorb,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrode,101,Yes,Yes,Yes,Yes,Yes,Three,Three,Three,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Yes,Yes,No,No,No,No,Yes,Yes,Two,Two,No,No,Three,Three,Yes,Yes,Unobtainable,Unobtainable,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeggcute,102,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeggutor,103,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,Evolve,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Alolan Exeggutor,103,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Cubone,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marowak,105,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Evolve,Evolve,Evolve,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Evolve,Evolve,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Alolan Marowak,105,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,Kantonian,Alolan,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,106,Yes,Yes,Choice,Choice,Choice,Evolve,Evolve,Evolve,No,No,No,Choice,Choice,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonchan,107,Yes,Yes,Choice,Choice,Choice,Evolve,Evolve,Evolve,No,No,No,Choice,Choice,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,Evolve,Evolve,Evolve,No,No,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lickitung,108,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koffing,109,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing,110,Yes,Yes,Yes,Yes,No,Evolve,Evolve,Yes,Evolve,Evolve,Yes,Evolve,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Evolve,Evolve,No,No,No,No,No,Yes,No,No,Unknown,Unknown,Unknown,No,No,No,Kantonian,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
